iteration,loss_gen_a_identity,loss_gen_b_identity,loss_gen_a_translate,loss_gen_b_translate,loss_gen_adv_a,loss_gen_adv_b,loss_gen_a_content,loss_gen_b_content,loss_gen_a_identity_content,loss_gen_b_identity_content,loss_gen_aba_noise,loss_gen_a_identity_noise,loss_dis_a,loss_dis_b,loss_gen_diversity
19700,"tensor(0.0078, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0088, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0135, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0170, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5720, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6742, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0745, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0838, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0260, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0404, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0011, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2792, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1178, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4602, device='cuda:1', grad_fn=<MeanBackward0>)"
19800,"tensor(0.0041, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0094, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0120, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0151, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5731, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.9275, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0591, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0899, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0150, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0470, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0013, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2128, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1854, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3046, device='cuda:1', grad_fn=<MeanBackward0>)"
19900,"tensor(0.0127, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0095, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0105, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0184, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.9020, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6713, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0647, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0909, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0457, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0406, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0009, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0006, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1835, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2696, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2377, device='cuda:1', grad_fn=<MeanBackward0>)"
20000,"tensor(0.0082, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0098, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0133, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0171, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.6793, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7392, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0682, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0788, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0242, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0396, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0013, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1659, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2015, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1797, device='cuda:1', grad_fn=<MeanBackward0>)"
20100,"tensor(0.0101, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0096, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0158, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0150, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5708, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5575, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0729, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0727, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0241, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0436, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0013, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1726, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1586, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7250, device='cuda:1', grad_fn=<MeanBackward0>)"
20200,"tensor(0.0024, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0095, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0111, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0143, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5402, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3089, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0665, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0717, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0149, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0378, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0013, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3959, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2655, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8689, device='cuda:1', grad_fn=<MeanBackward0>)"
20300,"tensor(0.0031, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0095, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0161, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0166, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.6220, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6785, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0777, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0876, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0179, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0474, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0013, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1465, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2108, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1052, device='cuda:1', grad_fn=<MeanBackward0>)"
20400,"tensor(0.0143, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0091, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0284, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0155, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.4562, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7909, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0947, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0806, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0326, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0388, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0027, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0013, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2849, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3006, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5767, device='cuda:1', grad_fn=<MeanBackward0>)"
20500,"tensor(0.0069, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0085, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0194, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0160, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.7230, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7505, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0883, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0853, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0198, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0377, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0015, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1074, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1449, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1332, device='cuda:1', grad_fn=<MeanBackward0>)"
20600,"tensor(0.0122, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0095, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0479, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0177, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.6951, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8072, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1231, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0872, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0338, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0450, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0032, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0010, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1577, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1592, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4634, device='cuda:1', grad_fn=<MeanBackward0>)"
20700,"tensor(0.0048, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0099, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0228, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0169, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.6971, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7641, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0908, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0829, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0194, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0402, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0016, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0006, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1843, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1902, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.9132, device='cuda:1', grad_fn=<MeanBackward0>)"
20800,"tensor(0.0091, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0102, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0216, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0194, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.9779, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6407, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0895, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0898, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0227, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0436, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0017, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0005, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1047, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1334, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7650, device='cuda:1', grad_fn=<MeanBackward0>)"
20900,"tensor(0.0023, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0091, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0101, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0162, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.6171, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6908, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0657, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0783, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0166, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0370, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0010, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0003, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2789, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1434, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4830, device='cuda:1', grad_fn=<MeanBackward0>)"
21000,"tensor(0.0036, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0101, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0194, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0149, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5350, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7427, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0888, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0769, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0160, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0465, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0015, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1801, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3541, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1989, device='cuda:1', grad_fn=<MeanBackward0>)"
21100,"tensor(0.0106, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0093, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0254, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0188, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.7156, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7029, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0944, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0895, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0259, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0461, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0020, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0005, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3057, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1768, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3176, device='cuda:1', grad_fn=<MeanBackward0>)"
21200,"tensor(0.0027, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0089, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0158, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0180, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.7858, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.9042, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0783, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0970, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0132, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0407, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0012, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0003, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2604, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1889, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2002, device='cuda:1', grad_fn=<MeanBackward0>)"
21300,"tensor(0.0080, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0092, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0128, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0152, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.7697, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6994, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0713, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0814, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0240, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0423, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0012, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0005, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1680, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1993, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2306, device='cuda:1', grad_fn=<MeanBackward0>)"
21400,"tensor(0.0085, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0090, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0262, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0167, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.7348, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8697, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0967, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0796, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0228, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0401, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0020, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0007, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1620, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1245, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3077, device='cuda:1', grad_fn=<MeanBackward0>)"
21500,"tensor(0.0078, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0091, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0165, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0167, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.7594, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5234, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0794, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0795, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0264, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0349, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0017, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0006, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2319, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3485, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3299, device='cuda:1', grad_fn=<MeanBackward0>)"
21600,"tensor(0.0077, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0089, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0188, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0158, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.6074, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7601, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0803, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0781, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0206, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0419, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0015, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2732, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1320, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6157, device='cuda:1', grad_fn=<MeanBackward0>)"
21700,"tensor(0.0024, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0101, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0102, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0165, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5979, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5520, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0641, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0937, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0137, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0601, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0009, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0003, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1424, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1388, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3388, device='cuda:1', grad_fn=<MeanBackward0>)"
21800,"tensor(0.0102, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0093, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0259, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0142, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.6347, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6156, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0922, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0779, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0240, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0461, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0017, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1387, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1358, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3275, device='cuda:1', grad_fn=<MeanBackward0>)"
21900,"tensor(0.0198, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0095, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0197, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0212, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.7423, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6915, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0868, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1042, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0446, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0410, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0017, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0007, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2205, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1700, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8775, device='cuda:1', grad_fn=<MeanBackward0>)"
22000,"tensor(0.0103, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0090, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0188, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0162, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.6082, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7802, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0791, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0813, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0263, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0369, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0018, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0007, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2054, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1387, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5377, device='cuda:1', grad_fn=<MeanBackward0>)"
